
Creep,L9KT4pgp8Mo,2013-2014  Vermilion Sailor Marching Band - Creep - Vermilion Sailor Marching Band Festival
Creep,Xmn3Y8GtBzE,2013-2014  Vermilion Sailor Marching Band - Creep - Band Review Concert
Crocodile Rock,yxN5DrlbP_Q,1991-1992 Vermilion Sailor Marching Band - Crocodile Rock
Dancing On The Ceiling,M8lueqQCdP4,1989-1990 Vermilion Sailor Marching Band - Dancing On The Ceiling - Vermilion Band Festival
Dancing Queen,gYEYot5fGVA,2018-2019 Vermilion Sailor Marching  Band  - Dancing Queen
Dancing Queen,Gi-mS1txbhA,2018-2019 Vermilion Sailor Marching  Band  - 9-7-2018 - Dancing Queen
Daytripper,37IwPfoMZQQ,1987-1988 Vermilion Sailor Marching Band - Day Tripper - Williamsburg
Daytripper,IP6ymhTS42I,1993-1994 Vermilion Sailor Marching Band - Day Tripper -  Sailor Marching Band Festival
Daytripper,-5K4D9cnFYM,1993-1994 Vermilion Sailor Marching Band - Day Tripper - Dover Festival
Daytripper,ZQGFyKTjLR4,1993-1994 Vermilion Sailor Marching Band - Day Tripper - V John Adams
Dazz,IM3enHsaijk,2006-2007 Vermilion Sailor Marching Band - Vermilion Marching Band Festival - Dazz
Disco Inferno,Pj0GZ2DxaYw,2014-2015 Vermilion Sailor Marching Band - Disco Inferno - Festival Show
Disco Inferno,j21MfO2m_iw,2014-2015 Vermilion Sailor Marching Band - Disco Inferno - Firelands Festival 10-11-14
Disco Inferno,SaVheq0GcNo,2014-2015 Vermilion Sailor Marching Band - Disco Inferno - Hudson Band Festival 10-4-14
Disco Inferno,2OeVqVRSH0M,2014-2015 Vermilion Sailor Marching Band - Disco Inferno - Vermilion Sailor Marching Band Festival
Disco Inferno,1F77W6Iguog,2014-2015 Vermilion Sailor Marching Band - Disco Inferno - V Clearview 8-29-14
Disco Inferno,-Vy_jfz1YnQ,2014-2015 Vermilion Sailor Marching Band - Disco Inferno - V Fairview 9 5 14
Disco Inferno,D6GnVPfGxcg,2014-2015 Vermilion Sailor Marching Band - Disco Inferno
Don't Rain On My Parade,cjNOF6oFdz8,1988 Vermilion Sailor Alumni Band - Don't Rain on My Parade
Don't Rain On My Parade,1r5XF2GcQSI,1994 Vermilion Sailor Alumni Band - Don't Rain on My Parade
Don't Stop Believing,-3cpPZ1UysQ,2018-2019 Vermilion Sailor Marching  Band  - Don't Stop Believing
Don't Stop Believing,6lcv2mSSO4o,2018-2019 Vermilion Sailor Marching  Band  - Full Festival Show - Don't Stop Believing
Don't Stop Believing,3bz2MSZENR8,2018-2019 Vermilion Sailor Marching  Band  - 9-7-2018 - Don't Stop Believing
Don't Stop Thinking About Tomorrow,siRPfH7g-nA,2008-2009 Vermilion Sailor Marching Band  -  Don't Stop Thinking About Tomorrow -  V Clearview
Downtown,yWj2Cwu9NFo,2016-2017 Vermilion Sailor Marching Band - Downtown - Elyria Parade of Bands
Downtown,74H6tOzeIs8,2016-2017 Vermilion Sailor Marching Band - Downtown - Halftime Show V Fairview
Downtown,UoBuOhSIySQ,2016-2017 Vermilion Sailor Marching Band - Downtown - Halftime v Perkins
Downtown,40NOBRsochk,2016-2017 Vermilion Sailor Marching Band - Downtown - Vermilion Band Festival
Dream On,uuEKw7yvsS0,2012-2013 Vermilion Sailor Marching Band -  Dream On
Dream On,KZF4jZKKtUU,2015-2016 Vermilion Sailor Marching Band  - Dream On V Valleyforge 9-25-15   Second Video
Dream On,OQ3KhL3PEPM,2015-2016 Vermilion Sailor Marching Band - Dream On - Elyria Band Festival
Dream On,B1fNlu-ATo8,2015-2016 Vermilion Sailor Marching Band - Dream On  - V Valleyforge 9-25-15
Dream On,IfHWL1kcs2M,2016-2017 Vermilion Sailor Marching Band - Dream On - Firelands Parade of Bands
Enough is Enough,2veul8wTSGY,1985-1986 Vermilion Sailor Marching Band - Enough is Enough - Sailor Marching Band Festival
Enough is Enough,-VAgOLxVZBY,1985-1986 Vermilion Sailor Marching Band - Enough is Enough - Amherst High School Showcase of Bands
Enough is Enough,BISsXETcorU,1985-1986 Vermilion Sailor Marching Band - Enough is a Enough
Enter Sandman,Or2l54CFFss,2022-2023 Vermilion Sailor Marching Band - Enter Sandman - 9-30-2022
Enter Sandman,qqa4urxzywE,2022-2023 Vermilion Sailor Marching Band - Enter Sandman - 8-19-2022
Everybody's Everything,nppceA_4n-w,1998-1999 Vermilion Sailor Marching Band - Everybody's Everything - Rittman   10-18-98
Everybody's Everything,THsQA4_B-nk,1998-1999 Vermilion Sailor Marching Band - Everybody's Everything - Vermilion Sailor Band Festival
Everything is Awesome,2-mZi9IZfkI,2015-2016 Vermilion Sailor Marching Band - Everything is Awesome - v Firelands
Everything's Coming Up Roses,M_0Qg8DJThE,1987 Vermilion Sailor Alumni Band - Everything Is Coming Up Roses
Everything's Coming Up Roses,cNS67XmkCJQ,1993 Vermilion Sailor Alumni Band - Everything is Coming Up Roses
Everything's Coming Up Roses,S8Mzw6yp3XQ,1997 Vermilion Sailor Alumni Band - Everythings Coming Up Roses - Vermilion Band Festival
Eye of the Tiger,lfiJUEp6HEc,1996-1997 Vermilion High School Marching Band - Eye of The Tiger - Fox News
Eye of the Tiger,lpPL1Ofpe0o,1996-1997 Vermilion High School Marching Band - Eye of The Tiger - From The Rear
Eye of the Tiger,2kScF_wsu20,1996-1997 Vermilion High School Marching Band - Eye of The Tiger
Eye of the Tiger,GAF8duhXpI4,1999-2000 Vermilion Sailor Marching Band  - Vermilion Band Festival  - Eye of the Tiger
Eye of the Tiger,ImBVnjUz6Y0,1999-2000 Vermilion Sailor Marching Band - At Fox8 - Eye of the Tiger Partial
Eye of the Tiger,13q2pQJKwW4,2013-2014 Vermilion Sailor Marching Band  -  Eye of The Tiger - Band Review
Eye of the Tiger,DtDMst7x0OE,2013-2014 Vermilion Sailor Marching Band -   News Clip -  Eye of the Tiger
Fame,Ss8HdI7C33Q,2000-2001 Vermilion Sailor Marching Band - Second Source - Senior Show - Fame
Fanfares,V7qP3qCoUn8,2023 Vermilion Sailor Alumni Band - Practice - Fanfares
Feels So Good,wOCax4HOb2I,1998-1999 Vermilion Sailor Marching Band - Feels So Good - Vermilion Sailor Band Festival
Feels So Good,p2VdvnLvw9s,1998-1999 Vermilion Sailor Marching Band - Feels So Good  - Rittman    10-18-98
Fight Song -- Anchors Aweigh,9VZioQT-8Zs,1986 Vermilion Sailor Alumni Band   - Fight Song/Anchor's Away
Fight Song -- Anchors Aweigh,L6oy0BlrVJM,1995-1996 Vermilion Sailor Marching Band - Anchors Away
Final Countdown,zsov8t9kzWM,2000-2001 Vermilion Sailor Marching Band - Second Source  - Show 3 - Final Countdown
Final Countdown,eHzO7x9FO30,2004-2005 Vermilion Sailor Marching Band - The Final Countdown - Black River
Final Countdown,A-h5ZtDWaHE,2004-2005 Vermilion Sailor Marching Band - Final Countdown - Drug Mart
Footloose,sYpXtPU-VoU,1995-1996 Vermilion Sailor Marching Band - Footloose - Senior Song - Senior Show
Footloose,2VCtvew0Ybk,2000-2001 Vermilion Sailor Marching Band - Footloose - Senior Song - Senior Show
Free Ride,SmBhPa0J5sg,1993-1994 Vermilion Sailor Marching Band - Free Ride - Full Show 1
Free Ride,tdg1l4463PE,1993-1994 Vermilion Sailor Marching Band - Free Ride - V Admiral King
Free Ride,LaG3gMxDOwM,1993-1994 Vermilion Sailor Marching Band - Free Ride - V Lorain
Freeze Frame,VepJ09suQP4,1994-1995 Vermilion Sailor Marching Band - Freeze Frame - Performed With Eighth Grade at Vermilion H
From Me To You,pFzDgGf5MJs,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 1 - From Me To You
Georgia On My Mind,53BUDJIggAw,1996-1997 Vermilion High School Marching Band - Georgia On My Mind - Band Review Concert
Georgia On My Mind,nTVWJD-oUwU,1996-1997 Vermilion High School Marching Band - Georgia On My Mind - From The Rear
Georgia On My Mind,pHGLcZ0h_Zg,1996-1997 Vermilion High School Marching Band - Georgia On My Mind
Georgia On My Mind,hx3Ub_qLgsQ,2013 Vermilion Sailor Alumni Band - Georgia On My Mind
Gimme Some Lovin',gz_KYQSDdS0,1989-1990 Vermilion Sailor Marching Band - Gimme Some Lovin - Vermilion Band Festival
Gimme Some Lovin',9rsBq4tLBms,1993-1994 Vermilion Sailor Marching Band - Gimme Some Loving - V North Ridgeville
Gimme Some USA,Mq-n7dYjwBQ,1997-1998 Vermilion Sailor Marching Band - Gimme Some USA - Full Show 2
Gimme Some USA,38UmULAUcfA,1997-1998 Vermilion Sailor Marching Band - Gimme Some USA
Gimme Some USA,15uDkYeU9AY,2005-2006 Vermilion Sailor Marching Band - Senior Show - Gimme Some USA
Gimme Some USA,Bofw_v7Ijsw,2005-2006 Vermilion Sailor Marching Band - Gimme Some USA
Gimme Some USA,lAy2mOeyF7Q,2009 Vermilion Sailor Alumni Band - Gimme Some USA
Gimme Some USA,3TKhnPPE6Z8,2015 Vermilion Sailor Alumni Band - Gimme Some USA
Go Team Go,QVqfYUwfSEM,1992-1993 Vermilion Sailor Marching Band - Go Team Go First Time - In the Stands - V John Adams
Go Team Go,fbPXfBycsJ0,1992-1993 Vermilion Sailor Marching Band - Go Team Go - In the Stands - V John Adams
Go Team Go,gzp2p1jQCLM,1994-1995 Vermilion Sailor Marching Band - Go Team Go - Stands
Go Team Go,jihc3PO80eM,1995-1996 Vermilion Sailor Marching Band - Go Team Go
Go Team Go,A5qL0_KvoSQ,1996-1997 Vermilion High School Marching Band  - Go Team Go
God Bless The USA,rvPGGyVNm4A,1991-1992 Vermilion Sailor Marching Band - Voices That Care - God Bless The USA - Eighth Grade Night
Gonna Make You Sweat,gxecyURUpZ0,1991-1992 Vermilion Sailor Marching Band - Gonna Make You Sweat
Grand Old Flag,CfAUMsWKW10,2004-2005 Vermilion Sailor Marching Band - Grand Old Flag - Vermilion Yacht Club - Memorial Day
Groovy Kind of Love,-2Z9gFEAXq4,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 3 - Groovy Kind of Love
Groovy Kind of Love,aAyVd8qAKcY,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 2  -Groovy Kind of Love
Groovy Kind of Love,d8JtjnEmjbk,2002-2003 Vermilion Sailor Marching Band - Groovy Kind of Love
Habanera,rSXM48365Fs,2003-2004 Vermilion Sailor Marching Band - Habanera - Full Show
Habanera,nfkQGg_Hyio,2003-2004 Vermilion Sailor Marching Band - Habanera
Hang on Sloopy,yq9lXHatFeA,1992-1993 Vermilion Sailor Marching Band - Hang On Sloopy - In the Stands - V John Adams
Happy,Af6ink2Jo8E,2015-2016 Vermilion Sailor Marching Band - Happy - With Eighth Graders v Firelands
Hard To Say I'm Sorry,viR5zdPdp3c,2000-2001 Vermilion Sailor Marching Band - Hard To Say I'm Sorry - Senior Show
Hard To Say I'm Sorry,cFQxzhqam1Q,2000-2001 Vermilion Sailor Marching Band - Hard to Say I'm Sorry
Harry Potter,c6KsNjdia4I,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-22-17 - V Columbia
Harry Potter,QQK1hSkwigU,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-07-17 - Orrville Festival
Harry Potter,srLYssWt24o,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-08-17 - Firelands
Harry Potter,ANib8L5wMDo,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-16-17 - Elyria Festival - Second Video
Harry Potter,N9gm3cAg-QI,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-16-17 - Elyria Festival
Harry Potter,yH3XV5HqKfk,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-29-17 - Oak Harbor
Harry Potter,EYG6-TaXGq8,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-23-17 - Vermilion Band Festival
Havana Express,GbgzRaHA6is,2003-2004 Vermilion Sailor Marching Band - Second Source  - VHS Band Festival - Havana Express
Havana Express,OPH9zK63W9w,2003-2004 Vermilion Sailor Marching Band - Havana Express - Vermilion Sailor Band Festival
Havana Express,PVCmmKHyzZE,2005-2006 Vermilion Sailor Marching Band - Senior Show - Havana Express
Havana Express,pxmltXyCoiM,2012 Vermilion Sailor Alumni Band - Havana Express
Hey Baby,IylRSeDr2aY,1996-1997 Vermilion High School Marching Band - Hey Baby - Band Review Concert
Hey Pachuco,ckRlOnRuoL4,2008 Vermilion Sailor Alumni Band - Hey Pachuco!
Hey Pachuco,HdWOezdZCAA,2013-2014  Vermilion Sailor Marching Band - Hey Pachuco - Spencerville 10-25-2013
The Hey Song,TKwHdskcF-s,1993-1994 Vermilion Sailor Marching Band - The Hey Song - From The Stands
The Hey Song,5VVWU8Jg1q0,1995-1996 Vermilion Sailor Marching Band - The Hey Song - In Stands
The Hey Song,RFC00DtmvIc,1997-1998 Vermilion Sailor Marching Band - Hey Song - Portion
The Hey Song,MkcT9F4mhCY,2003-2004 Vermilion Sailor Marching Band -- Show 6 - IThe Hey Song
The Hey Song,l1U-hDQ_E2Y,2004-2005 Vermilion Sailor Marching Band - The Hey Song - With 8th Grade - 8th Grade Night
The Hey Song,eYDyNee-2QQ,2017-2018 Vermilion High School Marching Band - Hey Song - Fox News
Hikky Burr,wEIRKI9Je4Q,1991-1992 Vermilion Sailor Marching Band - Hikky-Burr
Hit The Road Jack,nbnpywn5MHE,2003-2004 Vermilion Sailor Marching Band - Second Source  - Show 3 - Hit The Road Jack
Hit The Road Jack,lBfzJU2LKU8,2003-2004 Vermilion Sailor Marching Band - Hit The Road Jack - Full Show
Hooked on a Feeling,wVrLBwVq0os,2022-2023 Vermilion Sailor Marching Band - Hooked on a Feeling - 10-14-2022
Hooked on a Feeling,7936zq2Lpfs,2022-2023 Vermilion Sailor Marching Band - Hooked On a Feeling - 9-30-2022
Hooked on a Feeling,voGiO-OpEoE,2022-2023 Vermilion Sailor Marching Band - Hooked On a Feeling - 9-23-2022
Hooked on a Feeling,iCPaDzry-TY,2022-2023 Vermilion Sailor Marching Band - Hooked On a Feeling - 8-19-2022
Hooray for Hollywood,ytPZa2s-qrI,1986-1987 Vermilion Sailor Marching Band - Hooray For Hollywood - Elyria Band Festival
Hooray for Hollywood,VnaOGKOJybg,1986-1987Vermilion Sailor Marching Band - Hooray For Hollywood - Vermilion Marching Band Festival
How Far I'll Go,vsUNM1YleDY,2017-2018 Vermilion Sailor Marching Band - How Far I'll Go - 10-6-17 - V Port Clinton
Hurts So Bad,3Lkh8koBFJo,2002-2003 Vermilion Sailor Marching Band - Second Source - Senior Show - Hurts So Bad
Hurts So Bad,RhwXwxzFE0U,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 1 - Hurts So Bad
Hurts So Bad,oFx4ZNf7PTY,2002-2003 Vermilion Sailor Marching Band - Hurts So Bad - Senior Show
I Believe,fL-MLvrFtG0,1997-1998 Vermilion Sailor Marching Band - I Believe
I Believe,XhiIkQFQOR8,1997-1998 Vermilion Sailor Marching Band - I Believe
I Believe,BNpSWynPPmI,1999-2000 Vermilion Sailor Marching Band  - Senior Show - I Believe
I Can See For Miles,365A7b9OXwI,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles - V Firelands
I Can See For Miles,udcICVRL4zU,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles - Vermilion Sailor Band Festival
I Can See For Miles,7W5xFvaBszs,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles
I Can See For Miles,AFxfMZe_05c,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles - BW Festival
I Can See For Miles,mndu8-qYm14,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles
I Can See For Miles,udljEVzbGaY,2003-2004 Vermilion Sailor Marching Band -- Show 6 - I Can See For Miles
I Can See For Miles,KyzZu_phac4,2004-2005 Vermilion Sailor Marching Band - I Can See For Miles
I Can See For Miles,iZoBk6-vfQM,2008 Vermilion Sailor Alumni Band - I Can See For Miles
I Can't Turn You Loose,F57tVfVxYXk,2002-2003 Vermilion Sailor Marching Band - Second Source -  Show 2 - I Can't Turn You Loose with 8th
I Do,4Zm8klwJODg,1995-1996 Vermilion Sailor Marching Band - I Do - With 8th Grade
I Don't Care,yh4plIm3c00,2016-2017 Vermilion Sailor Marching Band - I Don't Care - Halftime vs  Firelands
I Don't Care,WmelBPsSfa4,2016-2017 Vermilion Sailor Marching Band - I Don't Care - Elyria Parade of Bands
I Don't Care,YbsGAmvNo-s,2016-2017 Vermilion Sailor Marching Band -  I Don't Care - Halftime Show V Port Clinton
I Don't Care,eH__cYmEdls,2016-2017 Vermilion Sailor Marching Band - I Don't Care - Vermilion Band Festival
I Dreamed a Dream,1iz03WFR4is,1988-1989 Vermilion Sailor Marching Band - I Dreamed A Dream
I Dreamed a Dream,0yezl-kJIgk,1988-1989 Vermilion Sailor Marching Band - I Dreamed A Dream - Sandusky Band Festival
I Dreamed a Dream,jadspHH6vNM,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - V John Adams
I Dreamed a Dream,zCttfc_oJ_Q,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - Full Show 1
I Dreamed a Dream,WK7olex9Dwo,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - Full Show 3
I Dreamed a Dream,6K8-YwUcb8U,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - Full Show 4
I Dreamed a Dream,JRmkzRrC-0c,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - Full Show 5
I Dreamed a Dream,8bmtNGen05Q,2002 Vermilion Sailor Alumni Band - Second Source - I Dreamed A Dream
I Dreamed a Dream,4xrOw8roS_0,2002 Vermilion Sailor Alumni Band - I Dream a Dream
I Saw Her Standing There,epNoD3fmXIk,1996-1997 Vermilion High School Marching Band  - I Saw Her Standing There - With Eighth Grade
I Wanna Be Your Man,s0GgnlHf4Iw,2004-2005 Vermilion Sailor Marching Band - I Wanna Be Your Man - Sailor Marching Band Festival
I Will Always Love You,2anhMAYt6JE,1993-1994 Vermilion Sailor Marching Band - I Will Always Love You -  V Southview
I Will Always Love You,3uuSDtsV-u8,1993-1994 Vermilion Sailor Marching Band -  I Will Always Love You  -  V Elyria
I Will Survive,IuomECN8YjE,2002-2003 Vermilion Sailor Marching Band - Second Source - Senior Show - I Will Survive
I Write The Songs,EeCY3sJB9f8,1989 Vermilion Sailor Alumni Band - I Write The Songs
I'd Like To Buy the World a Coke,EF-HLuTrwnU,2002 Vermilion Sailor Alumni Band - Second Source - I'd Like To Buy The World A Coke
I'd Like To Buy the World a Coke,9ruKM6w8TYA,2002 Vermilion Sailor Alumni Band - I'd Like To Buy The World A Coke
I've Got No Time For You,41_48pKq0qE,2016-2017 Vermilion Sailor Marching Band - I've Got No Time For You - Elyria Parade of Bands
I've Got No Time For You,-bMy58Xhf84,2016-2017 Vermilion Sailor Marching Band - I've Got No Time For You  - Halftime Show v Fairview
I've Got No Time For You,AJERLLD2ZVA,2016-2017 Vermilion Sailor Marching Band - I've Got No Time For You - Vermilion Band Festival
I've Got The Music In Me,jYvLun5_qHE,1985-1986 Vermilion Sailor Marching Band  - I've Got The Music In Me   Senior Song
I've Got The Music In Me,v12qGsbigqE,1993-1994 Vermilion Sailor Marching Band - I've Got The Music In Me - V Sandusky
I've Got The Music In Me,teg_sZGu_KY,1995-1996 Vermilion Sailor Marching Band - I've Got The Music In Me - Senior Show
I've Got The Music In Me,neswmD9xR_A,2005 Vermilion Sailor Alumni Band - I've Got The Music In Me - Vermilion Band Festival
I've Got The Music In Me,emblCjCfa2E,2011 Vermilion Sailor Alumni Band - I've Got The Music In Me
Impression That I Get,VqRsEwwou_c,1998-1999 Vermilion Sailor Marching Band - Impression That I Get - Vermilion Sailor Band Festival
Impression That I Get,SerPmtK7hPY,1998-1999 Vermilion Sailor Marching Band - Impression That I Get - With 8th Grade
Impression That I Get,iD4z80mglz4,1998-1999 Vermilion Sailor Marching Band - Impression That I Get - Rittman - 10-18-98
Impression That I Get,jZLeEhwsqng,1998-1999 Vermilion Sailor Marching Band - The Impression That I Get
Impression That I Get,xo0klFO0TXQ,2003 Vermilion Sailor Alumni Band -  Second Source - Impression That I Get
Impression That I Get,BKAIzS8rjRc,2003 Vermilion Sailor Alumni Band -  Second Source - Impression That I Get
Impression That I Get,-ukYMOYYtrw,2010 Vermilion Sailor Alumni Band -  Impression That I Get
In A Gadda Da Vida,6wBYdYCTpY0,1994-1995 Vermilion Sailor Marching Band - Inna Gadd Da Vida
Into The Future,amfCf6Q1ewQ,1997-1998 Vermilion Sailor Marching Band - Into The Future - Bay Festival
Into The Future,Dkq6GeX1A_g,1997-1998 Vermilion Sailor Marching Band - Into The Future - V Firelands
Into The Future,qYkd-mf-IFA,1997-1998 Vermilion Sailor Marching Band - Into The Future - Vermilion Sailor Band Festival
Into The Future,U5Vap-1q-pI,1997-1998 Vermilion Sailor Marching Band - Into The Future  - BW Festival
Into The Future,drERcPpSRN8,1997-1998 Vermilion Sailor Marching Band - Into The Future - v. Fireland
Into The Future,VqPMRStCp4k,1997-1998 Vermilion Sailor Marching Band - Into The Future
Into The Future,JgwjVhtQh8A,1997-1998 Vermilion Sailor Marching Band - Into The Future
Into The Future,rq3Yet2CRRQ,2000-2001 Vermilion Sailor Marching Band - Into The Future - Senior Show
